date_added,company_name,company_website,hq_country,hq_city,industry,sector,date_removed
2026-04-13,ADAPTOVATE,https://www.adaptovate.com/,Australia,New South Wales,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Adapture Renewables Inc,https://adapturerenewables.com/,United States,California,Solar panel installation,Service with Significant Environmental Footprint,
2026-04-13,Adara Partners (Australia) Pty Limited,https://www.adarapartners.org,Australia,New South Wales,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,AdCellerant LLC,https://www.adcellerant.com,United States,Colorado,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Adclean SpA,https://www.adclean.cl/,Chile,Santiago Metropolitan Region,Cleaning products,Manufacturing,
2026-04-13,Addington Ltd T/A Positive Retail,https://www.positive-retail.com,United Kingdom,Kent,Apparel,Wholesale/Retail,
2026-04-13,Additional Lengths Ltd,https://www.additionallengths.co.uk/,United Kingdom,United Kingdom,Personal care products,Wholesale/Retail,
2026-04-13,ADDRETAIL,https://addretail.com,Belgium,Flemish Brabant,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,ADEAS Hr,https://www.adeasrrhh.es,Spain,Catalonia,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,Adel & Link GmbH & Co. KG,https://www.adellink.de,Germany,Hesse,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Adelie,https://www.adelie.eco,United Kingdom,North Yorkshire,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,Adelphi,https://www.adelphi.co.ke,Kenya,Nairobi,Leather & related products,Manufacturing,
2026-04-13,Adelsheim Vineyard,https://www.adelsheim.com/,United States,Oregon,Agricultural Processing,Agriculture/Growers,
2026-04-13,ADENTRANDO,https://www.adentrando.com/,Argentina,Salta Province,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,Adept Management Limited,https://www.adeptmanagement.com/,United Kingdom,Birmingham,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Aderco,https://aderco.com,Switzerland,Canton of Vaud,Chemicals & chemical products,Wholesale/Retail,
2026-04-13,Adhesive Public Relations Pty Ltd,https://adhesive.agency/,Australia,New South Wales,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Adila Fin and Pay SA,https://www.adilafinpay.com/,Argentina,Autonomous City Of Buenos Aires,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Adina Cosmetic Ingredients,https://www.cosmeticingredients.co.uk,United Kingdom,Kent,Personal care products,Wholesale/Retail,
2026-04-13,Adios Plastic LTD,https://www.adiosplastic.co.uk,United Kingdom,Kent,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,ADLIB,https://www.adlib-recruitment.co.uk,United Kingdom,City of Bristol,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Admind,https://admindagency.com,Poland,Lesser Poland Voivodeship,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,"Adolfo Domínguez, SA",https://www.adolfodominguez.com/es-es,Spain,Galicia,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,Adopter,https://www.adopter.net,United Kingdom,County Durham,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Adore Me,https://www.AdoreMe.com,United States,New York,Apparel,Wholesale/Retail,
2026-04-13,ADP Architecture Limited,https://www.adp-architecture.com,United Kingdom,London Borough of Southwark,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,ADR Center Srl - Società Benefit,https://www.adrcenter.com,Italy,Lazio,Legal activities,Service with Minor Environmental Footprint,
2026-04-13,Adre,https://www.adre.dev/,United States,Oregon,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Adrift Hospitality SPC,https://www.adrifthospitality.com,United States,Washington,Accommodation,Service with Significant Environmental Footprint,
2026-04-13,ADS,https://www.lesarcs-peiseyvallandry.com/,,,Other sports,Service with Significant Environmental Footprint,
2026-04-13,ADS Insight SRL,https://www.ads-insight.com,Belgium,Brussels-Capital Region,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Adsure Services PLC,https://www.tiaa.co.uk,United Kingdom,Hampshire,Accounting & auditing,Service with Minor Environmental Footprint,
2026-04-13,Aduna Superfoods,https://www.aduna.com,United Kingdom,City of London,Food products,Wholesale/Retail,
2026-04-13,ADVANCE,https://www.advance.agency,Colombia,Cundinamarca Department,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Advanced Enviro Systems,https://www.advancedenvirosystems.com,United States,New Jersey,Remediation & other waste management,Manufacturing,
2026-04-13,Advanced Metrics,https://www.advancedmetrics.net,United States,Pennsylvania,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Advanced Secure Technologies,https://www.advancedsecure.co.uk,United Kingdom,City and County of Cardiff,Software publishing and SaaS platforms,Service with Minor Environmental Footprint,
2026-04-13,Advancing Humanity S.r.l. Società Benefit,https://www.phyd.com,Italy,Metropolitan City of Milan,Other info service activities,Service with Significant Environmental Footprint,
2026-04-13,Advantail,https://www.advantail.com,France,Île-de-France,Real estate development,Service with Minor Environmental Footprint,
2026-04-13,AdvantiKA GmbH,https://www.advantika.ch,Switzerland,canton of Zürich,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Advens,https://www.advens.com/,France,Hauts-de-France,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Adventure And Education Holdings Ltd,https://www.newzeal.co.nz,New Zealand,Otago Region,Other recreation,Service with Significant Environmental Footprint,
2026-04-13,Adventure Nannies LLC,https://www.adventurenannies.com,United States,Virginia,Other personal services,Service with Minor Environmental Footprint,
2026-04-13,Adventure Tours UK,https://adventuretoursuk.com,,,Other personal services,Service with Significant Environmental Footprint,
2026-04-13,Advion BV,https://www.advion.nl/,Netherlands The,North Holland,Other/general wholesale trade,Wholesale/Retail,
2026-04-13,"ADVision, PSC",https://www.alvarezdiazvillalon.com,Puerto Rico,United States,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Adviso Conseil inc.,https://adviso.ca,Canada,Quebec,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Adviso Partners,https://www.advisopartners.com/,France,Île-de-France,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,"Advocates for Human Potential, Inc.",https://ahpnet.com/,United States,Massachusetts,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Aeco,https://www.aeco.earth,Germany,Brandenburg,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Aecsa,https://www.aecsa.com.co,Colombia,Cundinamarca Department,Other financial services,Service with Minor Environmental Footprint,
2026-04-13,AEGIR-Marine,https://www.aegirmarine.com,Netherlands The,Utrecht,Engineering,Service with Significant Environmental Footprint,
2026-04-13,AENTOS,https://www.aentoshome.com,China,Shanghai,Other retail sale,Wholesale/Retail,
2026-04-13,AENU Advisor GmbH,https://aenu.com,Germany,Berlin,Investment advising,Service with Minor Environmental Footprint,
2026-04-13,Aequilibria S.r.l - SB,https://www.aequilibria.com,Italy,Province of Padua,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,aer studios,https://aerstudios.co.uk,United Kingdom,Wiltshire,Web portals,Service with Minor Environmental Footprint,
2026-04-13,Aero srl,https://www.aero.tur.ar,Argentina,Buenos Aires Province,Travel agency & related,Service with Minor Environmental Footprint,
2026-04-13,Aero Sustentable,https://aeroregenerativo.com.ar/,Argentina,Córdoba Province,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,AeroFarms,https://www.aerofarms.com,United States,Virginia,Mixed Farming,Manufacturing,
2026-04-13,Aerofoil Energy,https://www.aerofoil-energy.com,United Kingdom,Cheshire East,Other renewable energy installation,Service with Significant Environmental Footprint,
2026-04-13,Aerolab,https://aerolab.co,Argentina,Autonomous City Of Buenos Aires,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,AET Group Inc.,https://www.aet98.com,Canada,Ontario,Environmental consulting,Service with Minor Environmental Footprint,
2026-04-13,AEW Ventures Ltd,https://www.aewarchitects.com,United Kingdom,Manchester,Architecture design & planning,Service with Minor Environmental Footprint,
2026-04-13,Afar LLC,https://www.afar.com,United States,California,Publishing - newspapers & magazines,Service with Minor Environmental Footprint,
2026-04-13,AFAS Groep B.V.,https://www.afas.nl,Netherlands The,Utrecht,"Other professional, scientific & tech",Service with Significant Environmental Footprint,
2026-04-13,Affinity Bridge,https://affinitybridge.com,Canada,British Columbia,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,"Affinity Web Development, LLC. DBA AVIBE",https://www.avibeweb.com,United States,Oregon,Computer programming services,Service with Minor Environmental Footprint,
2026-04-13,"AFFOR Prevención Psicosocial, S.L.",https://www.afforhealth.com,Spain,Madrid,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Afianzadora,https://www.afianzadora.com.ar,Argentina,Autonomous City Of Buenos Aires,Non-life insurance,Service with Minor Environmental Footprint,
2026-04-13,Africa Practice Limited,https://africapractice.com/,Botswana,Central District,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-05-18,Africa Tourist Info CC,https://www.ati-holidays.com,Namibia,Khomas Region,Other personal services,Service with Significant Environmental Footprint,
2026-04-13,African Bronze Honey Company Limited,https://www.africanbronzehoney.com,Canada,Ontario,Food products,Wholesale/Retail,
2026-04-13,African Originals Limited,https://africanoriginals.com/,Kenya,Nairobi,Beverages,Manufacturing,
2026-04-13,After Noah Ltd,https://www.afternoah.com,United Kingdom,London Borough of Islington,General stores,Wholesale/Retail,
2026-04-13,AG Impact Ltd,https://Www.ag-impact.co.uk,United Kingdom,Cheshire East,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,AG Sustentable,https://www.agsustentable.com,Argentina,Autonomous City Of Buenos Aires,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,AG7 Partners,https://ag7.co,Brazil,Paraná,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Agence Cali,https://www.agencecali.com,Canada,Quebec,Management consultant - for-profits,Service with Minor Environmental Footprint,
2026-04-13,Agence CAUSE,https://agence-cause.com,France,Occitania,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Agence Charlie,https://www.agencecharlie.com,Canada,Quebec,Employment placement & HR,Service with Minor Environmental Footprint,
2026-04-13,AGENCE DE REHABILITATION ET CONSTRUCTION A VOCATION SOCIALE (ARCAVS),https://www.arcavs.com,France,Martinique,Real estate development,Service with Significant Environmental Footprint,
2026-04-13,Agence Déclic,https://www.agence-declic.fr,France,Brittany,Other business support,Service with Minor Environmental Footprint,
2026-04-13,Agence Franchir,https://www.franchir.ca,Canada,Quebec,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Agence Initiale,https://www.agence-initiale.fr,France,Aquitaine,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Agence Le Bon Plan inc,https://www.lebonplanmarketing.com,Canada,Quebec,Social networks & info sharing,Service with Minor Environmental Footprint,
2026-04-13,Agence Nomade Inc.,https://www.placementagencenomade.ca,Canada,Quebec,Residential nursing care,Service with Minor Environmental Footprint,
2026-04-13,Agence ODDS,https://www.agence-odds.fr,France,Aquitaine,Other info service activities,Service with Minor Environmental Footprint,
2026-04-13,Agencia de Aduanas Felipe Serrano Solar y Cia Ltda,https://www.fss.cl,Chile,Santiago Metropolitan Region,"Other professional, scientific & tech",Service with Minor Environmental Footprint,
2026-04-13,Agencia de Marketing GrowBetter Spa,https://www.growbetter.agency,Chile,Santiago Metropolitan Region,Advertising & market research,Service with Minor Environmental Footprint,
2026-04-13,Agencia Nasas,https://agencianasas.com/,Spain,Galicia,Advertising & market research,Service with Minor Environmental Footprint,
